word	link
놓아두다	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191016/628115/MOV000250508_700X466.mp4
두다	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191016/628115/MOV000250508_700X466.mp4
만큼	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191021/629449/MOV000252363_700X466.mp4
어치	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191021/629449/MOV000252363_700X466.mp4
정도	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191021/629449/MOV000252363_700X466.mp4
-쯤	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191021/629449/MOV000252363_700X466.mp4
(빠르게)달리다	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/735034/MOV000251491_700X466.mp4
뛰다	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/735034/MOV000251491_700X466.mp4
동네	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191025/630760/MOV000252773_700X466.mp4
마을	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191025/630760/MOV000252773_700X466.mp4
대한민국	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200820/732502/MOV000240077_700X466.mp4
한국	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200820/732502/MOV000240077_700X466.mp4
뒤적이다	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/735236/MOV000236734_700X466.mp4
들추다	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/735236/MOV000236734_700X466.mp4
캐다	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/735236/MOV000236734_700X466.mp4
할머니	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191025/630754/MOV000236360_700X466.mp4
조모	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191025/630754/MOV000236360_700X466.mp4
발걸음	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/735234/MOV000240777_700X466.mp4
발자국	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/735234/MOV000240777_700X466.mp4
밟다	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/735234/MOV000240777_700X466.mp4
걸음	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/735234/MOV000240777_700X466.mp4
지식인	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151128/218084/MOV000238103_700X466.mp4
화장	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/735032/MOV000237320_700X466.mp4
먹구름	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151210/225384/MOV000241416_700X466.mp4
먹장구름	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151210/225384/MOV000241416_700X466.mp4
꼬시다	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/735223/MOV000235789_700X466.mp4
유인	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/735223/MOV000235789_700X466.mp4
유도	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/735223/MOV000235789_700X466.mp4
고의	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151118/212200/MOV000235461_700X466.mp4
일부러	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151118/212200/MOV000235461_700X466.mp4
잔디밭	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151116/211169/MOV000234983_700X466.mp4
외국인	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201229/792743/MOV000357966_700X466.mp4
이방인	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201229/792743/MOV000357966_700X466.mp4
체코	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160110/244101/MOV000258580_700X466.mp4
지각	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191029/632479/MOV000257966_700X466.mp4
지체	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191029/632479/MOV000257966_700X466.mp4
늦다	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191029/632479/MOV000257966_700X466.mp4
굼뜨다	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191029/632479/MOV000257966_700X466.mp4
느리다	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191029/632479/MOV000257966_700X466.mp4
더디다	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191029/632479/MOV000257966_700X466.mp4
천천하다	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191029/632479/MOV000257966_700X466.mp4
서서히	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191029/632479/MOV000257966_700X466.mp4
차이	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/735027/MOV000259421_700X466.mp4
갭	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/735027/MOV000259421_700X466.mp4
없다	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201023/764406/MOV000255291_700X466.mp4
비다	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201023/764406/MOV000255291_700X466.mp4
맨몸	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/735026/MOV000260288_700X466.mp4
가진 것이 없다	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/735026/MOV000260288_700X466.mp4
마저	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/735025/MOV000239817_700X466.mp4
체중	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200819/731422/MOV000258573_700X466.mp4
몸무게	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200819/731422/MOV000258573_700X466.mp4
체온	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733433/MOV000258565_700X466.mp4
직접	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733426/MOV000258549_700X466.mp4
조수	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200820/732471/MOV000259087_700X466.mp4
잘하다	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630135/MOV000258455_700X466.mp4
잘	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630135/MOV000258455_700X466.mp4
잘못	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630132/MOV000258453_700X466.mp4
못하다	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630132/MOV000258453_700X466.mp4
청주	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160110/243993/MOV000258435_700X466.mp4
청주시	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160110/243993/MOV000258435_700X466.mp4
주부	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630129/MOV000259550_700X466.mp4
청와대	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201211/785542/MOV000357187_700X466.mp4
청소년	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733415/MOV000258425_700X466.mp4
올해	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630122/MOV000256648_700X466.mp4
금년	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630122/MOV000256648_700X466.mp4
당년	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630122/MOV000256648_700X466.mp4
올	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630122/MOV000256648_700X466.mp4
이전	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201211/785539/MOV000357184_700X466.mp4
이사	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201211/785539/MOV000357184_700X466.mp4
전출	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201211/785539/MOV000357184_700X466.mp4
격퇴	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733640/MOV000249518_700X466.mp4
물리치다	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733640/MOV000249518_700X466.mp4
퇴치	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733640/MOV000249518_700X466.mp4
거래	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/735013/MOV000248858_700X466.mp4
감정	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630074/MOV000248558_700X466.mp4
기분	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630074/MOV000248558_700X466.mp4
정서	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630074/MOV000248558_700X466.mp4
가만히	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630151/MOV000249646_700X466.mp4
조용하다	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630151/MOV000249646_700X466.mp4
가꾸다	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191025/630742/MOV000249360_700X466.mp4
기르다	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191025/630742/MOV000249360_700X466.mp4
배양	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191025/630742/MOV000249360_700X466.mp4
양성	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191025/630742/MOV000249360_700X466.mp4
양육	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191025/630742/MOV000249360_700X466.mp4
육성	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191025/630742/MOV000249360_700X466.mp4
키우다	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191025/630742/MOV000249360_700X466.mp4
한국	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/735010/MOV000236287_700X466.mp4
대한민국	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/735010/MOV000236287_700X466.mp4
프린트	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/735009/MOV000236093_700X466.mp4
사진	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191004/624405/MOV000254352_700X466.mp4
찍다	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191004/624405/MOV000254352_700X466.mp4
배추	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201211/785532/MOV000357177_700X466.mp4
배짱	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/735001/MOV000254854_700X466.mp4
지식	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/734995/MOV000258263_700X466.mp4
제자	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/735206/MOV000258800_700X466.mp4
모나코	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/735206/MOV000258800_700X466.mp4
사도	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/735206/MOV000258800_700X466.mp4
도제	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/735206/MOV000258800_700X466.mp4
쌓다	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191021/629726/MOV000259690_700X466.mp4
차곡차곡	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191021/629726/MOV000259690_700X466.mp4
그만	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191007/625133/MOV000240973_700X466.mp4
끝	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191007/625133/MOV000240973_700X466.mp4
까지	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191007/625133/MOV000240973_700X466.mp4
종결	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191007/625133/MOV000240973_700X466.mp4
종료	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191007/625133/MOV000240973_700X466.mp4
끝나다	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191007/625133/MOV000240973_700X466.mp4
마치다	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191007/625133/MOV000240973_700X466.mp4
때리다	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200902/739538/MOV000240351_700X466.mp4
손찌검	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200902/739538/MOV000240351_700X466.mp4
패다	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200902/739538/MOV000240351_700X466.mp4
후려치다	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200902/739538/MOV000240351_700X466.mp4
절대	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220801/1004590/MOV000359670_700X466.mp4
공	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220801/1004590/MOV000359670_700X466.mp4
공공	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220801/1004590/MOV000359670_700X466.mp4
결코	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220801/1004590/MOV000359670_700X466.mp4
절대로	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220801/1004590/MOV000359670_700X466.mp4
탁자	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191021/629718/MOV000247936_700X466.mp4
테이블	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191021/629718/MOV000247936_700X466.mp4
귀중하다	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630189/MOV000257802_700X466.mp4
중요	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630189/MOV000257802_700X466.mp4
막중하다	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630189/MOV000257802_700X466.mp4
소중하다	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630189/MOV000257802_700X466.mp4
공약	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160102/239126/MOV000248750_700X466.mp4
신체적 장애	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200820/732420/MOV000247224_700X466.mp4
지체장애	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200820/732420/MOV000247224_700X466.mp4
정범	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/254612/MOV000266222_700X466.mp4
주범	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/254612/MOV000266222_700X466.mp4
과거	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191021/629696/MOV000249012_700X466.mp4
지나다	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191021/629696/MOV000249012_700X466.mp4
방	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191021/629695/MOV000254450_700X466.mp4
여러분	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191021/629693/MOV000255570_700X466.mp4
손자	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733376/MOV000302177_700X466.mp4
소녀	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160107/241976/MOV000254402_700X466.mp4
청바지	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160110/243952/MOV000258311_700X466.mp4
주교	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160111/244511/MOV000259409_700X466.mp4
집	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191021/629673/MOV000258856_700X466.mp4
주택	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191021/629673/MOV000258856_700X466.mp4
가옥	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191021/629673/MOV000258856_700X466.mp4
세대	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191021/629673/MOV000258856_700X466.mp4
호	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191021/629673/MOV000258856_700X466.mp4
댁	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191021/629673/MOV000258856_700X466.mp4
부추기다	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220812/1010128/MOV000360117_700X466.mp4
부채질	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220812/1010128/MOV000360117_700X466.mp4
추키다	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220812/1010128/MOV000360117_700X466.mp4
방어	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191010/626203/MOV000254580_700X466.mp4
방지	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191010/626203/MOV000254580_700X466.mp4
수비	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191010/626203/MOV000254580_700X466.mp4
막다	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191010/626203/MOV000254580_700X466.mp4
저지	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191010/626203/MOV000254580_700X466.mp4
거절	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191010/626203/MOV000254580_700X466.mp4
차단	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191010/626203/MOV000254580_700X466.mp4
소설	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191021/629660/MOV000254546_700X466.mp4
손녀	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191018/628706/MOV000254835_700X466.mp4
아래	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191004/624344/MOV000255958_700X466.mp4
이하	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191004/624344/MOV000255958_700X466.mp4
후배	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191004/624344/MOV000255958_700X466.mp4
하류	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191004/624344/MOV000255958_700X466.mp4
하	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191004/624344/MOV000255958_700X466.mp4
밑	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191004/624344/MOV000255958_700X466.mp4
(시작 전)사전	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733316/MOV000254222_700X466.mp4
전	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733316/MOV000254222_700X466.mp4
전에	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733316/MOV000254222_700X466.mp4
이전	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733316/MOV000254222_700X466.mp4
유치원	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191018/628644/MOV000255922_700X466.mp4
(신체의)배	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160107/242136/MOV000254721_700X466.mp4
본인	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220801/1004451/MOV000359639_700X466.mp4
본부	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733307/MOV000254168_700X466.mp4
열	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191016/628351/MOV000255872_700X466.mp4
(가진 것이)없다	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191016/628347/MOV000255289_700X466.mp4
아끼다	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220801/1004450/MOV000359638_700X466.mp4
자정	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/734960/MOV000255809_700X466.mp4
오야	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/734960/MOV000255809_700X466.mp4
실천	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200820/732378/MOV000255236_700X466.mp4
의정부	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160108/242973/MOV000256371_700X466.mp4
젊다	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191016/628295/MOV000258062_700X466.mp4
청춘	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191016/628295/MOV000258062_700X466.mp4
맞지 않다	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201211/785471/MOV000357126_700X466.mp4
적합하지 않다	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201211/785471/MOV000357126_700X466.mp4
외국	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191016/628286/MOV000256923_700X466.mp4
이국	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191016/628286/MOV000256923_700X466.mp4
타국	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191016/628286/MOV000256923_700X466.mp4
해외	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191016/628286/MOV000256923_700X466.mp4
오늘	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191016/628278/MOV000256336_700X466.mp4
금일	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191016/628278/MOV000256336_700X466.mp4
이번	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191016/628278/MOV000256336_700X466.mp4
오늘날	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191016/628278/MOV000256336_700X466.mp4
현재	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191016/628278/MOV000256336_700X466.mp4
부터	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200811/727618/MOV000254604_700X466.mp4
이래	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200811/727618/MOV000254604_700X466.mp4
볶다	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191016/628271/MOV000254050_700X466.mp4
위로	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191016/628268/MOV000255747_700X466.mp4
위안	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191016/628268/MOV000255747_700X466.mp4
금식	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200902/739688/MOV000356682_700X466.mp4
교장	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160103/239674/MOV000249840_700X466.mp4
고용	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220801/1004430/MOV000359623_700X466.mp4
채용	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220801/1004430/MOV000359623_700X466.mp4
뜨겁다	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191016/628207/MOV000251499_700X466.mp4
화끈	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191016/628207/MOV000251499_700X466.mp4
멍	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/732927/MOV000250954_700X466.mp4
멍들다	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/732927/MOV000250954_700X466.mp4
준비	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191016/628158/MOV000257528_700X466.mp4
장만	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191016/628158/MOV000257528_700X466.mp4
채비	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191016/628158/MOV000257528_700X466.mp4
마련	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191016/628158/MOV000257528_700X466.mp4
차리다	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191016/628158/MOV000257528_700X466.mp4
챙기다	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191016/628158/MOV000257528_700X466.mp4
전라남도	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160109/243545/MOV000257506_700X466.mp4
전남	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160109/243545/MOV000257506_700X466.mp4
경력	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160103/239599/MOV000249690_700X466.mp4
이력	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160103/239599/MOV000249690_700X466.mp4
경계	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/734945/MOV000249680_700X466.mp4
간장	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191016/628111/MOV000250200_700X466.mp4
장	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191016/628111/MOV000250200_700X466.mp4
장유	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191016/628111/MOV000250200_700X466.mp4
닿다	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191007/624865/MOV000251329_700X466.mp4
밀착	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191007/624865/MOV000251329_700X466.mp4
붙다	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191007/624865/MOV000251329_700X466.mp4
붙이다	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191007/624865/MOV000251329_700X466.mp4
당뇨병	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200820/732353/MOV000251313_700X466.mp4
당뇨	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200820/732353/MOV000251313_700X466.mp4
당나귀	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733627/MOV000251311_700X466.mp4
나귀	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733627/MOV000251311_700X466.mp4
다르다	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191016/628100/MOV000250731_700X466.mp4
상이하다	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191016/628100/MOV000250731_700X466.mp4
딴	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191016/628100/MOV000250731_700X466.mp4
다니다	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191016/628099/MOV000250725_700X466.mp4
깜깜하다	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200820/732351/MOV000250180_700X466.mp4
소식이 없다	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200820/732351/MOV000250180_700X466.mp4
감감하다	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200820/732351/MOV000250180_700X466.mp4
감감무소식	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200820/732351/MOV000250180_700X466.mp4
무소식	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200820/732351/MOV000250180_700X466.mp4
무신	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200820/732351/MOV000250180_700X466.mp4
까마귀	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733262/MOV000250160_700X466.mp4
미수	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/734936/MOV000251289_700X466.mp4
미래	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191016/628080/MOV000251269_700X466.mp4
다음	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191016/628080/MOV000251269_700X466.mp4
앞날	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191016/628080/MOV000251269_700X466.mp4
앞길	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191016/628080/MOV000251269_700X466.mp4
장래	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191016/628080/MOV000251269_700X466.mp4
장차	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191016/628080/MOV000251269_700X466.mp4
향후	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191016/628080/MOV000251269_700X466.mp4
주소	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191016/628069/MOV000257363_700X466.mp4
시청	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191016/628060/MOV000256840_700X466.mp4
이웃	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200820/732338/MOV000256832_700X466.mp4
이야기	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/735184/MOV000256826_700X466.mp4
강의	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/735184/MOV000256826_700X466.mp4
설교	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/735184/MOV000256826_700X466.mp4
승급	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200820/732335/MOV000256249_700X466.mp4
어깨	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200825/735639/MOV000257349_700X466.mp4
실각	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220727/1001924/MOV000359501_700X466.mp4
이사	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191016/628052/MOV000256803_700X466.mp4
전출	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191016/628052/MOV000256803_700X466.mp4
은혜	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191016/628045/MOV000256199_700X466.mp4
은총	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191016/628045/MOV000256199_700X466.mp4
앨범	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191016/628022/MOV000256751_700X466.mp4
