word	link
믿다	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191015/627545/MOV000251138_700X466.mp4
믿음	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191015/627545/MOV000251138_700X466.mp4
신뢰	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191015/627545/MOV000251138_700X466.mp4
신용	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191015/627545/MOV000251138_700X466.mp4
교회	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191015/627540/MOV000249976_700X466.mp4
긍정	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200820/732308/MOV000249458_700X466.mp4
괘씸하다	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201211/785430/MOV000357086_700X466.mp4
면접	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200820/732304/MOV000251112_700X466.mp4
면세	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220801/1004871/MOV000359737_700X466.mp4
매니큐어	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/734909/MOV000250524_700X466.mp4
동양	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220801/1004863/MOV000359735_700X466.mp4
계율	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160103/239735/MOV000249962_700X466.mp4
망신(을 당하다)	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733128/MOV000252639_700X466.mp4
몽골	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160105/240816/MOV000252111_700X466.mp4
스님	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160106/241639/MOV000253733_700X466.mp4
승려	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160106/241639/MOV000253733_700X466.mp4
쉽다	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191015/627498/MOV000253731_700X466.mp4
용이하다	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191015/627498/MOV000253731_700X466.mp4
쉽사리	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191015/627498/MOV000253731_700X466.mp4
손쉽다	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191015/627498/MOV000253731_700X466.mp4
수술	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191014/627344/MOV000253159_700X466.mp4
돌다	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733608/MOV000252615_700X466.mp4
미치다	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733608/MOV000252615_700X466.mp4
마치	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733602/MOV000252070_700X466.mp4
척하다	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733602/MOV000252070_700X466.mp4
체하다	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733602/MOV000252070_700X466.mp4
처럼	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733602/MOV000252070_700X466.mp4
마주치다	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200820/732301/MOV000252056_700X466.mp4
도깨비	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/734904/MOV000252046_700X466.mp4
높다	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191014/627331/MOV000252580_700X466.mp4
무의미	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733122/MOV000252550_700X466.mp4
무안	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200820/732295/MOV000252538_700X466.mp4
무심	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220801/1004856/MOV000359728_700X466.mp4
너	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191014/627265/MOV000251996_700X466.mp4
네	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191014/627265/MOV000251996_700X466.mp4
자네	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191014/627265/MOV000251996_700X466.mp4
내일	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191014/627261/MOV000251976_700X466.mp4
명일	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191014/627261/MOV000251976_700X466.mp4
보도	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200811/727518/MOV000253629_700X466.mp4
보다	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20190918/615395/MOV000253625_700X466.mp4
보고	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220801/1004446/MOV000359635_700X466.mp4
아뢰다	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220801/1004446/MOV000359635_700X466.mp4
든지	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220812/1010111/MOV000360100_700X466.mp4
든가	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220812/1010111/MOV000360100_700X466.mp4
갈증	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191011/626596/MOV000250353_700X466.mp4
목마르다	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191011/626596/MOV000250353_700X466.mp4
목이 타다	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191011/626596/MOV000250353_700X466.mp4
닦다	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200901/739178/MOV000354362_700X466.mp4
미용실	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191014/627220/MOV000251415_700X466.mp4
미용원	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191014/627220/MOV000251415_700X466.mp4
미장원	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191014/627220/MOV000251415_700X466.mp4
교실	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220801/1004830/MOV000359719_700X466.mp4
교수	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191014/627206/MOV000249708_700X466.mp4
미용사	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200820/732282/MOV000251413_700X466.mp4
마음에 들다	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191014/627198/MOV000251940_700X466.mp4
마음	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191014/627081/MOV000251936_700X466.mp4
심리	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191014/627081/MOV000251936_700X466.mp4
심정	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191014/627081/MOV000251936_700X466.mp4
수레	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200825/735623/MOV000253007_700X466.mp4
독립문	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160105/240998/MOV000252468_700X466.mp4
대회	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191011/626638/MOV000251880_700X466.mp4
대학생	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733106/MOV000251874_700X466.mp4
대학교	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220812/1010106/MOV000360095_700X466.mp4
대학	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220812/1010106/MOV000360095_700X466.mp4
빨강	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191011/626628/MOV000253518_700X466.mp4
빨갛다	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191011/626628/MOV000253518_700X466.mp4
적자	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191011/626628/MOV000253518_700X466.mp4
적색	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191011/626628/MOV000253518_700X466.mp4
녹음기	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733579/MOV000252426_700X466.mp4
녹음	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733579/MOV000252426_700X466.mp4
레코드	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733579/MOV000252426_700X466.mp4
카세트	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733579/MOV000252426_700X466.mp4
내외	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220801/1004801/MOV000359713_700X466.mp4
안팎	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220801/1004801/MOV000359713_700X466.mp4
내복	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/631987/MOV000251862_700X466.mp4
내의	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/631987/MOV000251862_700X466.mp4
속옷	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/631987/MOV000251862_700X466.mp4
말	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191031/632942/MOV000252377_700X466.mp4
말하다	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191031/632942/MOV000252377_700X466.mp4
언어	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191031/632942/MOV000252377_700X466.mp4
목메다	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220812/1010159/MOV000360139_700X466.mp4
독감	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160924/345951/MOV000252343_700X466.mp4
독	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201023/764375/MOV000252341_700X466.mp4
독하다	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201023/764375/MOV000252341_700X466.mp4
신고	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200820/732270/MOV000257010_700X466.mp4
신경질	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191029/632331/MOV000257008_700X466.mp4
짜증	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191029/632331/MOV000257008_700X466.mp4
지렁이	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160110/243850/MOV000258116_700X466.mp4
이해	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191011/626553/MOV000256969_700X466.mp4
납득	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191011/626553/MOV000256969_700X466.mp4
양해	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191011/626553/MOV000256969_700X466.mp4
이의	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733095/MOV000256947_700X466.mp4
시다	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191011/626550/MOV000256411_700X466.mp4
공감	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200811/727511/MOV000248594_700X466.mp4
의사소통	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200820/732261/MOV000246496_700X466.mp4
살인범	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733093/MOV000246894_700X466.mp4
살해범	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733093/MOV000246894_700X466.mp4
선구자	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220801/1004616/MOV000359696_700X466.mp4
왠지	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220801/1004611/MOV000359691_700X466.mp4
왜냐하면	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220811/1009675/MOV000359985_700X466.mp4
말썽	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733079/MOV000252508_700X466.mp4
말다툼	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220811/1009674/MOV000359984_700X466.mp4
언쟁	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220811/1009674/MOV000359984_700X466.mp4
말싸움	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220811/1009674/MOV000359984_700X466.mp4
설전	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220811/1009674/MOV000359984_700X466.mp4
입씨름	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220811/1009674/MOV000359984_700X466.mp4
목탁	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201211/785395/MOV000357056_700X466.mp4
보상금	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220727/1001969/MOV000359546_700X466.mp4
배상금	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220727/1001969/MOV000359546_700X466.mp4
보리쌀	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/735171/MOV000245996_700X466.mp4
보리	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/735171/MOV000245996_700X466.mp4
한량	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220727/1001932/MOV000359509_700X466.mp4
새우	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200820/732253/MOV000252832_700X466.mp4
대학	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191011/626508/MOV000251758_700X466.mp4
대학교	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191011/626508/MOV000251758_700X466.mp4
대추	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/734822/MOV000251744_700X466.mp4
내년	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191011/626459/MOV000251726_700X466.mp4
명년	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191011/626459/MOV000251726_700X466.mp4
이듬해	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191011/626459/MOV000251726_700X466.mp4
다음해	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191011/626459/MOV000251726_700X466.mp4
변명	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200820/732247/MOV000253338_700X466.mp4
불교	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160105/241156/MOV000252777_700X466.mp4
목	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191011/626378/MOV000251688_700X466.mp4
모자(관계)	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160104/240591/MOV000251664_700X466.mp4
순교	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160106/241418/MOV000253294_700X466.mp4
돌파	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/734815/MOV000252751_700X466.mp4
서양	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191010/626192/MOV000253274_700X466.mp4
서로	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191010/626190/MOV000253260_700X466.mp4
상호	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191010/626190/MOV000253260_700X466.mp4
(신체의)눈	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191010/626188/MOV000252719_700X466.mp4
러시아	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160104/240572/MOV000251627_700X466.mp4
복판	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220811/1009642/MOV000359973_700X466.mp4
가운데	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220811/1009642/MOV000359973_700X466.mp4
중심	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220811/1009642/MOV000359973_700X466.mp4
한가운데	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220811/1009642/MOV000359973_700X466.mp4
친자	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220811/1009641/MOV000359972_700X466.mp4
친자식	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220811/1009641/MOV000359972_700X466.mp4
친권	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220811/1009640/MOV000359971_700X466.mp4
아이스케이크	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191007/625159/MOV000246580_700X466.mp4
실업자	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201211/785259/MOV000357031_700X466.mp4
실직자	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201211/785259/MOV000357031_700X466.mp4
소대장	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220729/1003351/MOV000359618_700X466.mp4
(기온이)오르다	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200825/735604/MOV000245686_700X466.mp4
기발하다	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151218/230124/MOV000243570_700X466.mp4
기념일	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220729/1003303/MOV000359601_700X466.mp4
참가자	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733070/MOV000242674_700X466.mp4
참가인	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733070/MOV000242674_700X466.mp4
직면	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220729/1003300/MOV000359598_700X466.mp4
증	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201211/785179/MOV000357025_700X466.mp4
마크	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201211/785179/MOV000357025_700X466.mp4
-증	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201211/785179/MOV000357025_700X466.mp4
임신	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/735163/MOV000243512_700X466.mp4
회임	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/735163/MOV000243512_700X466.mp4
칼국수	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191007/625147/MOV000247738_700X466.mp4
낚시터	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733066/MOV000249090_700X466.mp4
낚시	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191007/625137/MOV000249088_700X466.mp4
낚시질	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191007/625137/MOV000249088_700X466.mp4
극복	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220811/1009634/MOV000359965_700X466.mp4
이겨냄	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220811/1009634/MOV000359965_700X466.mp4
굴(조개)	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201211/785168/MOV000357014_700X466.mp4
현혹	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160924/345628/MOV000247674_700X466.mp4
사로잡히다	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160924/345628/MOV000247674_700X466.mp4
친어머니	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160101/238578/MOV000247660_700X466.mp4
생모	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160101/238578/MOV000247660_700X466.mp4
친아버지	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160101/238577/MOV000247658_700X466.mp4
생부	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160101/238577/MOV000247658_700X466.mp4
곱	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733555/MOV000248468_700X466.mp4
곱하기	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733555/MOV000248468_700X466.mp4
곱하다	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733555/MOV000248468_700X466.mp4
곰보	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201211/785167/MOV000357013_700X466.mp4
나침반	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733721/MOV000248948_700X466.mp4
나침판	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733721/MOV000248948_700X466.mp4
나오다	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200825/735594/MOV000248936_700X466.mp4
나서다	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200820/732203/MOV000248930_700X466.mp4
선두	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200820/732203/MOV000248930_700X466.mp4
앞서다	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200820/732203/MOV000248930_700X466.mp4
앞장	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200820/732203/MOV000248930_700X466.mp4
앞장서다	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200820/732203/MOV000248930_700X466.mp4
나쁘다	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191007/625081/MOV000248926_700X466.mp4
악	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191007/625081/MOV000248926_700X466.mp4
못되다	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191007/625081/MOV000248926_700X466.mp4
악하다	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191007/625081/MOV000248926_700X466.mp4
꾀다	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733719/MOV000248380_700X466.mp4
꾀	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201211/785155/MOV000357002_700X466.mp4
계책	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201211/785155/MOV000357002_700X466.mp4
탑골공원	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160101/238724/MOV000247946_700X466.mp4
고춧가루	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160102/238911/MOV000248304_700X466.mp4
휴대전화	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191007/625060/MOV000248292_700X466.mp4
핸드폰	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191007/625060/MOV000248292_700X466.mp4
휴대폰	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191007/625060/MOV000248292_700X466.mp4
휴대전화기	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191007/625060/MOV000248292_700X466.mp4
대리인	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201211/785150/MOV000356998_700X466.mp4
증인	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201023/764371/MOV000248238_700X466.mp4
팔꿈치	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151231/237656/MOV000246950_700X466.mp4
수전노	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733056/MOV000246288_700X466.mp4
구두쇠	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733056/MOV000246288_700X466.mp4
부모님	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630012/MOV000246256_700X466.mp4
부모	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630012/MOV000246256_700X466.mp4
양친	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630012/MOV000246256_700X466.mp4
어버이	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630012/MOV000246256_700X466.mp4
멋지다	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191016/628206/MOV000242002_700X466.mp4
멋	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191016/628206/MOV000242002_700X466.mp4
푼	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220811/1009629/MOV000359960_700X466.mp4
조명	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220811/1009625/MOV000359956_700X466.mp4
판단	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220811/1009625/MOV000359956_700X466.mp4
사관	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220811/1009624/MOV000359955_700X466.mp4
장교	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220811/1009624/MOV000359955_700X466.mp4
과학자	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151216/228697/MOV000242898_700X466.mp4
혼령	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220811/1009616/MOV000359950_700X466.mp4
심령	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220811/1009616/MOV000359950_700X466.mp4
영혼	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220811/1009616/MOV000359950_700X466.mp4
혼	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220811/1009616/MOV000359950_700X466.mp4
걸리다	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160102/239379/MOV000249251_700X466.mp4
갚다	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191007/624827/MOV000248702_700X466.mp4
상환	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191007/624827/MOV000248702_700X466.mp4
배상	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191007/624827/MOV000248702_700X466.mp4
과학	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/259702/MOV000268499_700X466.mp4
결손	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160924/347156/MOV000302178_700X466.mp4
손해	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160924/347156/MOV000302178_700X466.mp4
손실	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160924/347156/MOV000302178_700X466.mp4
일월 일일	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200825/735553/MOV000244750_700X466.mp4
제일이다	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191004/624425/MOV000242880_700X466.mp4
악인	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201211/785120/MOV000356976_700X466.mp4
입증	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/735149/MOV000238329_700X466.mp4
증명	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/735149/MOV000238329_700X466.mp4
듯하다	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220811/1009611/MOV000359945_700X466.mp4
듯싶다	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220811/1009611/MOV000359945_700X466.mp4
내몰다	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200825/735549/MOV000244250_700X466.mp4
보증금	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201023/764369/MOV000245198_700X466.mp4
겉멋	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220801/1005068/MOV000359796_700X466.mp4
희생자	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220801/1005067/MOV000359795_700X466.mp4
일백	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220811/1009609/MOV000359943_700X466.mp4
백	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220811/1009609/MOV000359943_700X466.mp4
원룸	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151220/231524/MOV000244190_700X466.mp4
안과	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733033/MOV000243740_700X466.mp4
발군	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201211/785100/MOV000356972_700X466.mp4
빼어나다	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201211/785100/MOV000356972_700X466.mp4
내게	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200825/735544/MOV000244134_700X466.mp4
배후	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220801/1005061/MOV000359789_700X466.mp4
예술가	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151225/234591/MOV000245572_700X466.mp4
연구실	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220801/1005059/MOV000359787_700X466.mp4
연구소	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201210/784512/MOV000356936_700X466.mp4
영하	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191004/624406/MOV000245554_700X466.mp4
엑스선	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220811/1009605/MOV000359939_700X466.mp4
엑스레이	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220811/1009605/MOV000359939_700X466.mp4
산화	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220801/1005056/MOV000359784_700X466.mp4
희생	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220801/1005056/MOV000359784_700X466.mp4
정신	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200820/732103/MOV000235313_700X466.mp4
적 없다	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733028/MOV000259712_700X466.mp4
띵하다	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733027/MOV000239729_700X466.mp4
자원봉사자	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151129/218847/MOV000238441_700X466.mp4
마이너스	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200825/735499/MOV000241719_700X466.mp4
감표	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200825/735499/MOV000241719_700X466.mp4
