,word	link
2162,초밥	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200825/735670/MOV000243100_700X466.mp4
2163,방심	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/734983/MOV000254576_700X466.mp4
2164,부주의	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/734983/MOV000254576_700X466.mp4
2165,바티칸시	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160106/241782/MOV000254016_700X466.mp4
2166,우루과이	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160107/242289/MOV000255023_700X466.mp4
2167,부엌	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191021/629530/MOV000254464_700X466.mp4
2168,신사	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191021/629478/MOV000257151_700X466.mp4
2169,열중쉬어	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200820/732395/MOV000256000_700X466.mp4
2170,요리사	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200820/732391/MOV000257094_700X466.mp4
2171,요리	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191021/629455/MOV000257092_700X466.mp4
2172,시리아	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160109/243065/MOV000256554_700X466.mp4
2173,반창고	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200825/735656/MOV000254282_700X466.mp4
2174,심호흡	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/734969/MOV000255384_700X466.mp4
2175,호흡	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/734969/MOV000255384_700X466.mp4
2176,공기	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/734969/MOV000255384_700X466.mp4
2177,냄새	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/734969/MOV000255384_700X466.mp4
2178,대기	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/734969/MOV000255384_700X466.mp4
2179,목숨	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/734969/MOV000255384_700X466.mp4
2180,생명	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/734969/MOV000255384_700X466.mp4
2181,수	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/734969/MOV000255384_700X466.mp4
2182,수명	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/734969/MOV000255384_700X466.mp4
2183,숨	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/734969/MOV000255384_700X466.mp4
2184,숨결	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/734969/MOV000255384_700X466.mp4
2185,숨쉬다	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/734969/MOV000255384_700X466.mp4
2186,절친하다	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201211/785472/MOV000357127_700X466.mp4
2187,금주	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733281/MOV000249332_700X466.mp4
2188,술을 끊다	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733281/MOV000249332_700X466.mp4
2189,금연	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200820/732372/MOV000249322_700X466.mp4
2190,모독	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/734951/MOV000251515_700X466.mp4
2191,명함	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201211/785453/MOV000357109_700X466.mp4
2192,가마	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220727/1001935/MOV000359512_700X466.mp4
2193,스케이트	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191015/627713/MOV000256089_700X466.mp4
2194,친밀하다	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220727/1001891/MOV000359468_700X466.mp4
2195,들이쉬다	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/734923/MOV000251052_700X466.mp4
2196,단짝	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/734922/MOV000251036_700X466.mp4
2197,기적	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201211/785437/MOV000357093_700X466.mp4
2198,딱 맞다	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/735180/MOV000251198_700X466.mp4
2199,담배	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191015/627573/MOV000251182_700X466.mp4
2200,흡연	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191015/627573/MOV000251182_700X466.mp4
2201,술집	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160106/241627/MOV000253709_700X466.mp4
2202,주점	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160106/241627/MOV000253709_700X466.mp4
2203,술	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191015/627480/MOV000253707_700X466.mp4
2204,알코올	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191015/627480/MOV000253707_700X466.mp4
2205,마중	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191014/627339/MOV000252058_700X466.mp4
2206,설계	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220801/1004860/MOV000359732_700X466.mp4
2207,비닐	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220801/1004858/MOV000359730_700X466.mp4
2208,플라스틱	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220801/1004858/MOV000359730_700X466.mp4
2209,몸살	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160105/240747/MOV000251974_700X466.mp4
2210,마술	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220801/1004805/MOV000359717_700X466.mp4
2211,요술	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220801/1004805/MOV000359717_700X466.mp4
2212,선물	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191011/626666/MOV000253532_700X466.mp4
2213,만화	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191011/626586/MOV000252365_700X466.mp4
2214,석유	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201211/785419/MOV000357077_700X466.mp4
2215,기름	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201211/785419/MOV000357077_700X466.mp4
2216,찹쌀	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201211/785418/MOV000357076_700X466.mp4
2217,안주	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160109/243002/MOV000256429_700X466.mp4
2218,설계사	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220801/1004617/MOV000359697_700X466.mp4
2219,벽돌	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200820/732244/MOV000253332_700X466.mp4
2220,피난처	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220811/1009646/MOV000359977_700X466.mp4
2221,피난소	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220811/1009646/MOV000359977_700X466.mp4
2222,소매치기	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200825/735605/MOV000247020_700X466.mp4
2223,(시설물)다리	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191007/625152/MOV000247110_700X466.mp4
2224,감추다	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220729/1003150/MOV000359582_700X466.mp4
2225,숨다	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220729/1003150/MOV000359582_700X466.mp4
2226,은닉	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220729/1003150/MOV000359582_700X466.mp4
2227,나이지리아	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160102/239223/MOV000248942_700X466.mp4
2228,국제연합	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220729/1003114/MOV000359574_700X466.mp4
2229,유엔	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220729/1003114/MOV000359574_700X466.mp4
2230,살리다	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220727/1001937/MOV000359514_700X466.mp4
2231,소생	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220727/1001937/MOV000359514_700X466.mp4
2232,회생	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220727/1001937/MOV000359514_700X466.mp4
2233,호흡 곤란	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220811/1009617/MOV000359951_700X466.mp4
2234,비닐하우스	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200820/732161/MOV000245356_700X466.mp4
2235,비닐온실	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200820/732161/MOV000245356_700X466.mp4
2236,샘	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733531/MOV000238723_700X466.mp4
2237,샘내다	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733531/MOV000238723_700X466.mp4
2238,시기	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733531/MOV000238723_700X466.mp4
2239,질투	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733531/MOV000238723_700X466.mp4
2240,꼬다	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151219/230632/MOV000243792_700X466.mp4
2241,기차역	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200820/732114/MOV000245034_700X466.mp4
2242,역	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200820/732114/MOV000245034_700X466.mp4
2243,(존재가)없다	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/735142/MOV000245552_700X466.mp4
2244,반려	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200813/728898/MOV000244066_700X466.mp4
2245,짝	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200813/728898/MOV000244066_700X466.mp4
2246,함께	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200813/728898/MOV000244066_700X466.mp4
2247,과	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200813/728898/MOV000244066_700X466.mp4
2248,쌍	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200813/728898/MOV000244066_700X466.mp4
2249,삐다	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200825/735543/MOV000245512_700X466.mp4
2250,기차표	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201210/784508/MOV000356932_700X466.mp4
2251,열차표	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201210/784508/MOV000356932_700X466.mp4
2252,은신처	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201210/784504/MOV000356928_700X466.mp4
2253,만화책	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201210/784501/MOV000356925_700X466.mp4
2254,환기	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201210/784491/MOV000356915_700X466.mp4
2255,교무실	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220811/1009592/MOV000359933_700X466.mp4
2256,교원실	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220811/1009592/MOV000359933_700X466.mp4
2257,서무실	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220811/1009592/MOV000359933_700X466.mp4
2258,지위	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/735121/MOV000238105_700X466.mp4
2259,앉다	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/735121/MOV000238105_700X466.mp4
2260,점원	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/732977/MOV000237935_700X466.mp4
2261,판매자	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/732977/MOV000237935_700X466.mp4
2262,판매원	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/732977/MOV000237935_700X466.mp4
2263,판매인	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/732977/MOV000237935_700X466.mp4
2264,세일즈맨	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/732977/MOV000237935_700X466.mp4
2265,헌병	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151126/216798/MOV000237514_700X466.mp4
2266,폐지	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20190918/615427/MOV000234536_700X466.mp4
2267,편지	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20190918/615425/MOV000234480_700X466.mp4
2268,서신	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20190918/615425/MOV000234480_700X466.mp4
2269,우편	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20190918/615425/MOV000234480_700X466.mp4
2270,끈	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191029/632397/MOV000235799_700X466.mp4
2271,줄	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191029/632397/MOV000235799_700X466.mp4
2272,테이프	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191029/632397/MOV000235799_700X466.mp4
2273,로프	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191029/632397/MOV000235799_700X466.mp4
2274,케이블	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191029/632397/MOV000235799_700X466.mp4
2275,이발소	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151117/211433/MOV000235115_700X466.mp4
2276,이발관	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151117/211433/MOV000235115_700X466.mp4
2277,(벽에 생기는)균열	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201210/784420/MOV000356875_700X466.mp4
2278,바닥나다	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200825/735448/MOV000260343_700X466.mp4
2279,비다	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200825/735448/MOV000260343_700X466.mp4
2280,비우다	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200825/735448/MOV000260343_700X466.mp4
2281,유리	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191029/632223/MOV000255896_700X466.mp4
2282,거울	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191029/632223/MOV000255896_700X466.mp4
2283,그릇되다	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20190918/615432/MOV000234816_700X466.mp4
2284,틀리다	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20190918/615432/MOV000234816_700X466.mp4
2285,삼	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191021/629459/MOV000254637_700X466.mp4
2286,인삼	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191021/629459/MOV000254637_700X466.mp4
2287,도미니카	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160105/240858/MOV000252190_700X466.mp4
2288,틀렸다	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160924/345374/MOV000234814_700X466.mp4
2289,박씨	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200820/732381/MOV000254134_700X466.mp4
2290,접시	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191016/628204/MOV000258082_700X466.mp4
2291,고려	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220727/1001955/MOV000359532_700X466.mp4
2292,강화도	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160102/239099/MOV000248696_700X466.mp4
2293,밀접하다	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200825/735497/MOV000260392_700X466.mp4
2294,쏘다	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220811/1009767/MOV000360064_700X466.mp4
2295,대포	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220811/1009767/MOV000360064_700X466.mp4
2296,발사	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220811/1009767/MOV000360064_700X466.mp4
2297,포	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220811/1009767/MOV000360064_700X466.mp4
2298,소금	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/290039/MOV000282540_700X466.mp4
2299,십이월	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191031/632956/MOV000255405_700X466.mp4
2300,형제	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191029/632428/MOV000237648_700X466.mp4
2301,십이	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220811/1009761/MOV000360058_700X466.mp4
2302,열둘	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220811/1009761/MOV000360058_700X466.mp4
2303,오누이	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200819/731434/MOV000256334_700X466.mp4
2304,남매	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200819/731434/MOV000256334_700X466.mp4
2305,산악	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/735038/MOV000254502_700X466.mp4
2306,포격	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/735036/MOV000234544_700X466.mp4
2307,포병	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151115/210264/MOV000234564_700X466.mp4
2308,추기경	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160111/244324/MOV000259039_700X466.mp4
2309,지체장애	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200820/732467/MOV000258399_700X466.mp4
2310,장갑차	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200825/735696/MOV000258614_700X466.mp4
2311,장갑차량	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200825/735696/MOV000258614_700X466.mp4
2312,산	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630027/MOV000254376_700X466.mp4
2313,메	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630027/MOV000254376_700X466.mp4
2314,뫼	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630027/MOV000254376_700X466.mp4
2315,차남	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200825/735684/MOV000259281_700X466.mp4
2316,성탄	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201211/785504/MOV000357150_700X466.mp4
2317,성탄절	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201211/785504/MOV000357150_700X466.mp4
2318,크리스마스	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201211/785504/MOV000357150_700X466.mp4
2319,올케	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200820/732400/MOV000256646_700X466.mp4
2320,오후	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191021/629463/MOV000256618_700X466.mp4
2321,점심 후	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191021/629463/MOV000256618_700X466.mp4
2322,오전	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191021/629427/MOV000256487_700X466.mp4
2323,상오	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191021/629427/MOV000256487_700X466.mp4
2324,오빠	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191021/629425/MOV000256475_700X466.mp4
2325,오라버니	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191021/629425/MOV000256475_700X466.mp4
2326,열두시	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191029/632336/MOV000255876_700X466.mp4
2327,정오	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191029/632336/MOV000255876_700X466.mp4
2328,동생	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/734925/MOV000250491_700X466.mp4
2329,맏아들	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733574/MOV000252373_700X466.mp4
2330,장남	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733574/MOV000252373_700X466.mp4
2331,오후	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191007/625155/MOV000247114_700X466.mp4
2332,하오	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191007/625155/MOV000247114_700X466.mp4
2333,오전	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191007/625153/MOV000247112_700X466.mp4
2334,골짜기	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733554/MOV000248452_700X466.mp4
2335,산골	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733554/MOV000248452_700X466.mp4
2336,산골짜기	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733554/MOV000248452_700X466.mp4
2337,남동생	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191007/624831/MOV000249221_700X466.mp4
2338,연말	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220811/1009606/MOV000359940_700X466.mp4
2339,세밑	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220811/1009606/MOV000359940_700X466.mp4
2340,짬뽕	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200820/732042/MOV000238151_700X466.mp4
2341,형수	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733694/MOV000237642_700X466.mp4
2342,형	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20190918/615446/MOV000237632_700X466.mp4
2343,형님	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20190918/615446/MOV000237632_700X466.mp4
2344,병원	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191101/633254/MOV000260406_700X466.mp4
2345,ㅁ	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220811/1009748/MOV000360045_700X466.mp4
2346,점검	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630089/MOV000235299_700X466.mp4
2347,감사	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630089/MOV000235299_700X466.mp4
2348,감시	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630089/MOV000235299_700X466.mp4
2349,감찰	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630089/MOV000235299_700X466.mp4
2350,검토	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630089/MOV000235299_700X466.mp4
2351,검사	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630089/MOV000235299_700X466.mp4
2352,수사	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630089/MOV000235299_700X466.mp4
2353,사찰	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630089/MOV000235299_700X466.mp4
2354,조사	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630089/MOV000235299_700X466.mp4
2355,살펴보다	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630089/MOV000235299_700X466.mp4
2356,살피다	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630089/MOV000235299_700X466.mp4
2357,찬송가	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160111/244592/MOV000259570_700X466.mp4
2358,찬송	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160111/244592/MOV000259570_700X466.mp4
2359,교통	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/249651/MOV000262374_700X466.mp4
2360,버스	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/632023/MOV000253037_700X466.mp4
2361,단속	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200820/732634/MOV000251024_700X466.mp4
2362,악취	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200820/732530/MOV000246592_700X466.mp4
2363,나쁜 냄새	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200820/732530/MOV000246592_700X466.mp4
2364,기업	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191004/624386/MOV000241089_700X466.mp4
2365,회사	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191004/624386/MOV000241089_700X466.mp4
2366,사	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191004/624386/MOV000241089_700X466.mp4
2367,병원	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160106/241513/MOV000253484_700X466.mp4
2368,의원	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160106/241513/MOV000253484_700X466.mp4
2369,경비실	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220802/1005900/MOV000359902_700X466.mp4
2370,한의사	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151122/214226/MOV000236334_700X466.mp4
2371,발신	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201023/764386/MOV000240785_700X466.mp4
2372,송신	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201023/764386/MOV000240785_700X466.mp4
2373,전보	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201023/764386/MOV000240785_700X466.mp4
2374,전신	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201023/764386/MOV000240785_700X466.mp4
2375,관리인	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201229/792744/MOV000357967_700X466.mp4
2376,관리자	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201229/792744/MOV000357967_700X466.mp4
2377,정찰병	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220802/1005710/MOV000359826_700X466.mp4
2378,경비	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630124/MOV000249800_700X466.mp4
2379,보초	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630124/MOV000249800_700X466.mp4
2380,수위	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630124/MOV000249800_700X466.mp4
2381,파수	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630124/MOV000249800_700X466.mp4
2382,지키다	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630124/MOV000249800_700X466.mp4
2383,감독관	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220802/1005693/MOV000359818_700X466.mp4
2384,감독자	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220802/1005693/MOV000359818_700X466.mp4
2385,소나무	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160107/241975/MOV000254400_700X466.mp4
2386,솔	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160107/241975/MOV000254400_700X466.mp4
2387,센터	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630030/MOV000254384_700X466.mp4
2388,배신(하다)	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/735000/MOV000254846_700X466.mp4
2389,제정	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160111/244207/MOV000258808_700X466.mp4
2390,입원	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/629934/MOV000255202_700X466.mp4
2391,입사	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160107/242376/MOV000255196_700X466.mp4
2392,카센터	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160924/346929/MOV000260269_700X466.mp4
2393,방법	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191021/629667/MOV000254566_700X466.mp4
2394,요령	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191021/629667/MOV000254566_700X466.mp4
2395,방식	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191021/629667/MOV000254566_700X466.mp4
2396,성악가	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160106/241766/MOV000253984_700X466.mp4
2397,유도	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200825/735655/MOV000255888_700X466.mp4
2398,의사	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191016/628283/MOV000256357_700X466.mp4
2399,교통비	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/249655/MOV000262387_700X466.mp4
2400,이십	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220811/1009738/MOV000360035_700X466.mp4
2401,스물	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220811/1009738/MOV000360035_700X466.mp4
2402,케이블카	http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200825/735628/MOV000258025_700X466.mp4
